accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
8.5,0,37.537117,126.632006,12.92,1693999437000,START,AUTOMOBILE,6,N,KECABABA
8.2,0,37.537363,126.632005,13.34,1693999439000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.538034,126.632022,14.41,1693999444000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.7,0,37.538159,126.63202,14.27,1693999445000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.538282,126.63202,14.09,1693999446000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.0,0,37.53839,126.632019,13.55,1693999447000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.538491,126.632019,12.74,1693999448000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.538591,126.632019,12.27,1693999449000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.0,0,37.538686,126.632018,11.72,1693999450000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.8,0,37.538757,126.632017,10.17,1693999451000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.8,0,37.538843,126.632009,9.58,1693999452000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.2,0,37.538934,126.631995,9.63,1693999453000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.7,0,37.539007,126.632,9.36,1693999454000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.5,0,37.539095,126.632006,9.83,1693999455000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.4,0,37.539181,126.632006,10.1,1693999456000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.2,0,37.539289,126.632002,10.72,1693999457000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.2,0,37.539388,126.632004,11.06,1693999458000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.0,0,37.539514,126.632,12.2,1693999459000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.539648,126.631991,13.25,1693999460000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.8,0,37.539774,126.63199,13.7,1693999461000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.8,0,37.5399,126.631988,14.05,1693999462000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.540037,126.632004,14.34,1693999463000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.8,0,37.540163,126.632009,14.5,1693999464000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.7,0,37.540297,126.632008,14.61,1693999465000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.540448,126.631965,14.99,1693999466000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.0,0,37.54058,126.631963,14.98,1693999467000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.540722,126.631965,15.04,1693999468000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.0,0,37.540843,126.631967,14.75,1693999469000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.0,0,37.540961,126.631969,14.34,1693999470000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.541088,126.631964,14.21,1693999471000,NORMAL,AUTOMOBILE,6,N,KECABABA
8.0,0,37.541207,126.631964,13.58,1693999472000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.7,0,37.541319,126.631966,12.87,1693999473000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.7,0,37.541387,126.631974,11.41,1693999474000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.8,0,37.541457,126.631971,10.17,1693999475000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.8,0,37.541519,126.63197,9.06,1693999476000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.541569,126.631969,7.34,1693999477000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.541608,126.631969,6.36,1693999478000,NORMAL,AUTOMOBILE,6,N,KECABABA
7.9,0,37.541645,126.631968,5.69,1693999479000,NORMAL,AUTOMOBILE,6,N,KECABABA
18.2,0,37.541734,126.631969,5.17,1693999480000,NORMAL,AUTOMOBILE,6,N,KECABABA
19.8,0,37.541812,126.632059,5.1,1693999481000,NORMAL,AUTOMOBILE,6,N,KECABABA
14.8,0,37.541809,126.632219,5.2,1693999482000,NORMAL,AUTOMOBILE,6,N,KECABABA
15.6,0,37.541808,126.632327,7.45,1693999483000,NORMAL,AUTOMOBILE,6,N,KECABABA
17.7,0,37.541806,126.632494,11.23,1693999484000,NORMAL,AUTOMOBILE,6,N,KECABABA
16.2,0,37.541805,126.632623,12.17,1693999485000,NORMAL,AUTOMOBILE,6,N,KECABABA
14.2,0,37.541803,126.632788,13.51,1693999486000,NORMAL,AUTOMOBILE,6,N,KECABABA
12.1,0,37.541802,126.632937,13.46,1693999487000,NORMAL,AUTOMOBILE,6,N,KECABABA
11.8,0,37.5418,126.633113,14.13,1693999488000,NORMAL,AUTOMOBILE,6,N,KECABABA
12.3,0,37.541799,126.633274,14.13,1693999489000,NORMAL,AUTOMOBILE,6,N,KECABABA
11.6,0,37.541797,126.633431,14.15,1693999490000,NORMAL,AUTOMOBILE,6,N,KECABABA
11.0,0,37.541796,126.633594,14.25,1693999491000,NORMAL,AUTOMOBILE,6,N,KECABABB
8.1,0,37.541794,126.633758,14.39,1693999492000,NORMAL,AUTOMOBILE,6,N,KECABABB
8.1,0,37.541793,126.633921,14.19,1693999493000,NORMAL,AUTOMOBILE,6,N,KECABABB
