accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
24.9,0,36.587585,128.173062,23.89,4789715709403594752,START,AUTOMOBILE,7,AN,IHCDAABA
8.2,0,36.588071,128.172492,23.89,4789715709415882752,NORMAL,AUTOMOBILE,7,AN,IHCDAABA
8.2,0,36.58885,128.171603,23.35,4789715709436362752,NORMAL,AUTOMOBILE,7,AN,IHCDAABA
8.2,0,36.589152,128.171254,23.35,4789715709444554752,NORMAL,AUTOMOBILE,7,AN,IHCDAAAB
8.2,0,36.589772,128.170557,23.05,4789715709460938752,NORMAL,AUTOMOBILE,7,AN,IHCDAAAB
8.2,0,36.590641,128.169564,22.02,4789715709485514752,NORMAL,AUTOMOBILE,7,AN,IHCBCCCD
8.2,0,36.590789,128.169401,21.84,4789715709489610752,NORMAL,AUTOMOBILE,7,AN,IHCBCCCD
8.2,0,36.591519,128.168585,21.75,4789715709510090752,NORMAL,AUTOMOBILE,7,AN,IHCBCCCD
8.2,0,36.592412,128.167624,21.73,4789715709534666752,NORMAL,AUTOMOBILE,7,AN,IHCBCCCD
8.2,0,36.593353,128.166754,21.71,4789715709559242752,NORMAL,AUTOMOBILE,7,AN,IHCBCCCD
8.2,0,36.594021,128.166243,21.57,4789715709575626752,NORMAL,AUTOMOBILE,7,AN,IHCBCCCD
8.2,0,36.595055,128.165555,21.8,4789715709600202752,NORMAL,AUTOMOBILE,7,AN,IHCBCCCD
8.1,0,36.595952,128.165057,21.75,4789715709620682752,NORMAL,AUTOMOBILE,7,AN,IHCBCCCD
2067.0,0,36.627628,128.141293,0.0,4789715710874058752,STOP,AUTOMOBILE,7,AN,IHCADBDA
2067.0,0,36.627628,128.141293,0.0,4789715748076107059,END,,0,AN,IHCADBDA
