accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
106.2,0,37.554688,126.645231,0.0,4789725227049418752,START,AUTOMOBILE,1655,N,KEACDDCA
6.5,0,37.555225,126.644268,12.88,4789725227098570752,NORMAL,AUTOMOBILE,1655,N,KEACDDCA
8.2,0,37.555693,126.643206,13.57,4789725227131338752,NORMAL,AUTOMOBILE,1655,N,KEACDDAC
8.2,0,37.555822,126.64293,14.08,4789725227139530752,NORMAL,AUTOMOBILE,1655,N,KEACDDAC
8.2,0,37.556294,126.64185,13.34,4789725227172298752,NORMAL,AUTOMOBILE,1655,N,KEACDDAC
8.2,0,37.556404,126.641599,12.87,4789725227180490752,NORMAL,AUTOMOBILE,1655,N,KEACDDAC
8.1,0,37.556846,126.640603,12.62,4789725227213258752,NORMAL,AUTOMOBILE,1655,N,KEACDCBD
8.1,0,37.556965,126.64035,12.97,4789725227221450752,NORMAL,AUTOMOBILE,1655,N,KEACDCBD
8.1,0,37.557355,126.639449,13.73,4789725227250122752,NORMAL,AUTOMOBILE,1655,N,KEACDCBD
8.2,0,37.557555,126.638981,15.73,4789725227262410752,NORMAL,AUTOMOBILE,1655,N,KEACDCBD
8.2,0,37.55763,126.638817,16.29,4789725227266506752,NORMAL,AUTOMOBILE,1655,N,KEACDCBD
8.1,0,37.558048,126.637833,15.67,4789725227291082752,NORMAL,AUTOMOBILE,1655,N,KEACDCBD
10.4,0,37.558321,126.637197,15.44,4789725227307466752,NORMAL,AUTOMOBILE,1655,N,KEACDCBD
8.1,0,37.558498,126.635814,18.72,4789725227332042752,NORMAL,AUTOMOBILE,1655,N,KEACDCBD
8.2,0,37.558471,126.635004,17.36,4789725227348426752,NORMAL,AUTOMOBILE,1655,N,KEACDCBD
8.2,0,37.558263,126.633907,16.18,4789725227373002752,NORMAL,AUTOMOBILE,1655,N,KEACDCBD
8.2,0,37.558109,126.633232,15.53,4789725227389386752,NORMAL,AUTOMOBILE,1655,N,KEACDCBC
8.2,0,37.557882,126.63225,15.22,4789725227413962752,NORMAL,AUTOMOBILE,1655,N,KEACDCBC
8.2,0,37.557707,126.631585,15.5,4789725227430346752,NORMAL,AUTOMOBILE,1655,N,KEACDCBC
8.1,0,37.557473,126.630594,15.04,4789725227454922752,NORMAL,AUTOMOBILE,1655,N,KEACDCBC
8.1,0,37.55733,126.629943,14.91,4789725227475402752,NORMAL,AUTOMOBILE,1655,N,KEACDCBC
8.1,0,37.557061,126.628714,13.0,4789725227504074752,NORMAL,AUTOMOBILE,1655,N,KEACDCBC
8.1,0,37.556957,126.628282,13.32,4789725227516362752,NORMAL,AUTOMOBILE,1655,N,KEACDCBC
8.1,0,37.556682,126.6273,13.56,4789725227545034752,NORMAL,AUTOMOBILE,1655,N,KEACDCBC
8.1,0,37.556507,126.626892,13.43,4789725227557322752,NORMAL,AUTOMOBILE,1655,N,KEACDCBC
8.1,0,37.556155,126.625785,15.9,4789725227585994752,NORMAL,AUTOMOBILE,1655,N,KEACDCBC
8.1,0,37.556002,126.625262,16.73,4789725227598282752,NORMAL,AUTOMOBILE,1655,N,KEACDCAD
8.1,0,37.555664,126.623956,18.24,4789725227626954752,NORMAL,AUTOMOBILE,1655,N,KEACDCAD
8.1,0,37.555517,126.623346,18.67,4789725227639242752,NORMAL,AUTOMOBILE,1655,N,KEACDCCB
8.1,0,37.555408,126.622312,18.83,4789725227659722752,NORMAL,AUTOMOBILE,1655,N,KEACDCCB
8.1,0,37.555382,126.621073,17.62,4789725227684298752,NORMAL,AUTOMOBILE,1655,N,KEACDCCB
8.1,0,37.555183,126.619847,18.9,4789725227708874752,NORMAL,AUTOMOBILE,1655,N,KEACDCCB
8.1,0,37.555008,126.619051,17.57,4789725227725258752,NORMAL,AUTOMOBILE,1655,N,KEACDCCB
8.1,0,37.554779,126.61802,13.79,4789725227749834752,NORMAL,AUTOMOBILE,1655,N,KEACDCCB
8.1,0,37.554657,126.617483,12.26,4789725227766218752,NORMAL,AUTOMOBILE,1655,N,KEACDCCA
8.1,0,37.554383,126.616264,15.23,4789725227803082752,NORMAL,AUTOMOBILE,1655,N,KEACDCCA
8.1,0,37.554347,126.616096,15.42,4789725227807178752,NORMAL,AUTOMOBILE,1655,N,KEACDCCA
8.1,0,37.554068,126.614887,16.87,4789725227835850752,NORMAL,AUTOMOBILE,1655,N,KEACDCCA
8.1,0,37.553963,126.614362,15.48,4789725227848138752,NORMAL,AUTOMOBILE,1655,N,KEACDCCA
8.1,0,37.554179,126.613088,17.53,4789725227876810752,NORMAL,AUTOMOBILE,1655,N,KEACDCCA
8.1,0,37.554499,126.612365,18.02,4789725227893194752,NORMAL,AUTOMOBILE,1655,N,KEACDCCA
8.1,0,37.554753,126.611334,15.36,4789725227917770752,NORMAL,AUTOMOBILE,1655,N,KEACDCCA
8.1,0,37.554679,126.610777,12.05,4789725227934154752,NORMAL,AUTOMOBILE,1655,N,KEACDCCA
8.1,0,37.554355,126.609809,13.48,4789725227962826752,NORMAL,AUTOMOBILE,1655,N,KEACCDDB
8.1,0,37.554194,126.609366,14.83,4789725227975114752,NORMAL,AUTOMOBILE,1655,N,KEACCDDB
