accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
89.3,0,37.539038,126.637403,0.0,4789712892350922752,START,WALK,779,N,KECABABB
26.6,0,37.539103,126.637327,3.08,4789712892359114752,NORMAL,WALK,779,N,KECABABB
54.3,0,37.537651,126.636068,0.0,4789712893047242752,STOP,WALK,45,N,KECABABB
9.9,0,37.537152,126.635957,2.17,4789712893084106752,NORMAL,WALK,9,N,KECABABB
9.5,0,37.537135,126.635948,2.11,4789712893088202752,NORMAL,WALK,9,N,KECABABB
69.7,0,37.535059,126.636425,0.0,4789712893616586752,STOP,WALK,50,N,KECABABD
9.5,0,37.535027,126.636178,1.46,4789712893776330752,NORMAL,WALK,3,N,KECABABD
9.5,0,37.535007,126.636173,2.45,4789712893780426752,NORMAL,WALK,3,N,KECABABD
115.8,0,37.530804,126.635986,0.0,4789712894255562752,STOP,WALK,12,N,KECABABD
7.5,0,37.53149,126.635775,1.34,4789712894296522752,NORMAL,WALK,12,N,KECABABD
7.5,0,37.53148,126.635779,1.51,4789712894300618752,NORMAL,WALK,12,N,KECABABD
33.0,0,37.530756,126.63612,0.0,4789712894652874752,STOP,WALK,33,N,KECABABD
6.5,0,37.52845,126.636044,1.74,4789712895009226752,NORMAL,WALK,5,N,KECABADB
6.5,0,37.52847,126.636046,1.79,4789712895013322752,NORMAL,WALK,5,N,KECABADB
6.5,0,37.52847,126.636046,1.79,4789712898208493257,END,,0,N,KECABADB
