accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
13.8,0,37.526265,126.649899,14.17,1690623049000,START,AUTOMOBILE,1735,N,KECABBCB
13.5,0,37.526793,126.649851,14.88,1690623053000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
13.4,0,37.526925,126.649863,14.88,1690623054000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
13.1,0,37.527053,126.649847,14.66,1690623055000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
10.9,0,37.52717,126.649841,13.81,1690623056000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
10.5,0,37.527257,126.649819,11.2,1690623057000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
10.3,0,37.527359,126.649831,11.2,1690623058000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
10.1,0,37.527434,126.649828,9.94,1690623059000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
10.0,0,37.527494,126.649815,8.54,1690623060000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
20.8,0,37.527538,126.649641,6.22,1690623061000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
20.6,0,37.527594,126.649643,6.22,1690623062000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
21.0,0,37.527641,126.649645,5.67,1690623063000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
19.3,0,37.52768,126.649647,5.1,1690623064000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
19.0,0,37.527724,126.649649,4.81,1690623065000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
18.5,0,37.527763,126.649651,4.81,1690623066000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
19.8,0,37.527825,126.649653,3.34,1690623067000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
19.1,0,37.527845,126.649654,2.84,1690623068000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
18.3,0,37.527861,126.649655,2.26,1690623069000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
17.2,0,37.527872,126.649655,1.8,1690623070000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
16.5,0,37.527876,126.649655,1.07,1690623071000,NORMAL,AUTOMOBILE,1735,N,KECABBCB
