accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
9.5,0,36.97557,127.308629,22.42,4789742567780810752,START,AUTOMOBILE,9,AN,JFDCACBC
9.5,0,36.975578,127.308883,21.99,4789742567784906752,NORMAL,AUTOMOBILE,9,AN,JFDCACBC
8.2,0,36.975592,127.310287,20.32,4789742567809482752,NORMAL,AUTOMOBILE,9,AN,JFDCACBC
8.2,0,36.975592,127.311198,20.08,4789742567825866752,NORMAL,AUTOMOBILE,9,AN,JFDCACBC
8.2,0,36.975622,127.312543,19.81,4789742567850442752,NORMAL,AUTOMOBILE,9,AN,JFDCACBC
8.2,0,36.975663,127.313433,19.73,4789742567866826752,NORMAL,AUTOMOBILE,9,AN,JFDCACBC
8.2,0,36.975789,127.314812,20.47,4789742567891402752,NORMAL,AUTOMOBILE,9,AN,JFDCACBD
8.2,0,36.975887,127.315729,20.77,4789742567907786752,NORMAL,AUTOMOBILE,9,AN,JFDCACBD
8.2,0,36.97612,127.317216,23.35,4789742567932362752,NORMAL,AUTOMOBILE,9,AN,JFDCACBD
8.2,0,36.976292,127.318303,24.19,4789742567948746752,NORMAL,AUTOMOBILE,9,AN,JFDCACBD
8.2,0,36.976498,127.319386,25.4,4789742567965130752,NORMAL,AUTOMOBILE,9,AN,JFDCACBD
8.2,0,36.976752,127.320546,26.43,4789742567981514752,NORMAL,AUTOMOBILE,9,AN,JFDCACBD
8.2,0,36.976891,127.321133,26.58,4789742567989706752,NORMAL,AUTOMOBILE,9,AN,JFDCACBD
8.2,0,36.977208,127.322313,27.55,4789742568006090752,NORMAL,AUTOMOBILE,9,AN,JFDCADAC
8.1,0,36.977517,127.323408,25.89,4789742568022474752,NORMAL,AUTOMOBILE,9,AN,JFDCADAC
11.4,0,36.977672,127.323953,25.92,4789742568034762752,NORMAL,AUTOMOBILE,9,AN,JFDCADAC
2144.1,0,36.981054,127.339935,0.0,4789742569427402752,STOP,AUTOMOBILE,9,AN,JFDCADBA
6.6,0,36.675522,127.483233,8.14,4789742576820682752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
6.5,0,36.675445,127.483238,7.57,4789742576824778752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
8.2,0,36.6746,127.482949,9.89,4789742576886218752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
8.2,0,36.674176,127.482082,16.43,4789742576910794752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
8.1,0,36.673851,127.481442,17.31,4789742576927178752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
8.1,0,36.673383,127.480538,15.27,4789742576951754752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
8.1,0,36.673091,127.479924,15.53,4789742576968138752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
8.1,0,36.672659,127.479012,11.17,4789742576996810752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
8.1,0,36.672555,127.47875,9.16,4789742577009098752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
7.4,0,36.67204,127.477562,10.53,4789742577058250752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
7.6,0,36.671661,127.476631,10.51,4789742577095114752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
7.6,0,36.671622,127.476521,10.8,4789742577099210752,NORMAL,AUTOMOBILE,6,AN,IFDBBACC
7.3,0,36.671198,127.475446,14.34,4789742577131978752,NORMAL,STATION,6,AN,IFDBABDD
7.5,0,36.671079,127.475121,15.06,4789742577140170752,NORMAL,STATION,6,AN,IFDBABDD
7.5,0,36.670674,127.474113,16.85,4789742577164746752,NORMAL,STATION,6,AN,IFDBABDD
7.3,0,36.670418,127.473373,17.71,4789742577181130752,NORMAL,AUTOMOBILE,6,AN,IFDBABDD
7.9,0,36.670037,127.47225,18.13,4789742577205706752,NORMAL,AUTOMOBILE,6,AN,IFDBABDD
8.0,0,36.669825,127.471651,13.27,4789742577222090752,NORMAL,AUTOMOBILE,6,AN,IFDBABDD
8.0,0,36.669425,127.470432,10.54,4789742577283530752,NORMAL,AUTOMOBILE,6,AN,IFDBADBB
8.0,0,36.66908,127.469393,11.99,4789742577320394752,NORMAL,AUTOMOBILE,6,AN,IFDBADBB
8.0,0,36.669036,127.469269,12.16,4789742577324490752,NORMAL,AUTOMOBILE,6,AN,IFDBADBB
7.8,0,36.668657,127.468181,13.53,4789742577357258752,NORMAL,AUTOMOBILE,6,AN,IFDBADBB
8.0,0,36.668562,127.467903,13.47,4789742577365450752,NORMAL,AUTOMOBILE,6,AN,IFDBADBA
7.9,0,36.668202,127.466861,11.83,4789742577398218752,NORMAL,AUTOMOBILE,6,AN,IFDBADBA
7.9,0,36.66814,127.466641,10.93,4789742577406410752,NORMAL,AUTOMOBILE,6,AN,IFDBADBA
2006.5,0,36.650054,127.466339,0.0,4789742579429834752,STOP,AUTOMOBILE,6,AN,IFDBADDA
2006.5,0,36.650054,127.466339,0.0,4789742600026365190,END,,0,AN,IFDBADDA
