accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
206.5,0,37.375886,126.637658,0.0,4789717428072906752,START,AUTOMOBILE,6,N,KECCDABD
8.2,0,37.376537,126.638036,0.0,4789717428113866752,STOP,AUTOMOBILE,6,N,KECCDABD
7.5,0,37.372434,126.634238,13.13,4789717428531658752,NORMAL,AUTOMOBILE,6,N,KECCDABD
7.5,0,37.372338,126.634149,13.07,4789717428535754752,NORMAL,AUTOMOBILE,6,N,KECCDABD
8.2,0,37.371605,126.633443,13.14,4789717428568522752,NORMAL,AUTOMOBILE,6,N,KECCDABC
8.2,0,37.371307,126.633163,19.41,4789717428576714752,NORMAL,AUTOMOBILE,6,N,KECCDABC
8.2,0,37.370928,126.632152,11.13,4789717428629962752,NORMAL,AUTOMOBILE,6,N,KECCDABC
8.2,0,37.371434,126.63104,8.89,4789717428666826752,NORMAL,AUTOMOBILE,6,N,KECCDABC
8.1,0,37.371471,126.63096,8.45,4789717428670922752,NORMAL,AUTOMOBILE,6,N,KECCDABC
88.7,0,37.371487,126.629949,0.0,4789717429760458752,STOP,AUTOMOBILE,6,N,KECCDABC
88.7,0,37.371487,126.629949,0.0,4789717432240681173,END,,0,N,KECCDABC
