accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
62.0,0,37.509174,126.645952,0.0,1693047983000,START,AUTOMOBILE,4,N,KECABDAC
96.2,0,37.51541,126.649057,0.0,1693048089000,STOP,AUTOMOBILE,4,N,KECABDAB
7.5,0,37.515517,126.649082,3.58,1693048096000,NORMAL,AUTOMOBILE,4,N,KECABDAB
7.5,0,37.51556,126.649082,3.58,1693048097000,NORMAL,AUTOMOBILE,4,N,KECABDAB
7.5,0,37.515595,126.649085,4.98,1693048098000,NORMAL,AUTOMOBILE,4,N,KECABDAB
7.5,0,37.515636,126.649082,5.06,1693048099000,NORMAL,AUTOMOBILE,4,N,KECABDAB
7.5,0,37.515683,126.649093,4.89,1693048100000,NORMAL,AUTOMOBILE,4,N,KECABDAB
7.5,0,37.515728,126.649092,5.17,1693048101000,NORMAL,AUTOMOBILE,4,N,KECABDAB
7.5,0,37.515783,126.649094,5.17,1693048102000,NORMAL,AUTOMOBILE,4,N,KECABDAB
8.2,0,37.51583,126.649095,5.17,1693048103000,NORMAL,AUTOMOBILE,4,N,KECABDAB
8.2,0,37.515901,126.649095,6.41,1693048104000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.515977,126.649093,7.38,1693048105000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.516056,126.649094,8.2,1693048106000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.516142,126.649105,8.66,1693048107000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.516223,126.6491,8.66,1693048108000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.516321,126.649103,9.64,1693048109000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.516424,126.649113,10.17,1693048110000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.516542,126.649116,11.81,1693048111000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.51665,126.649121,11.91,1693048112000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.51675,126.649124,11.81,1693048113000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.516834,126.649127,10.82,1693048114000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.51694,126.649136,10.82,1693048115000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.517045,126.649142,11.21,1693048116000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.517142,126.649148,11.21,1693048117000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.517233,126.649151,10.76,1693048118000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.517332,126.649153,10.76,1693048119000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.517436,126.649163,10.76,1693048120000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.517538,126.649168,10.93,1693048121000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.517634,126.649171,10.93,1693048122000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.517731,126.649169,11.01,1693048123000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.517848,126.64917,11.85,1693048124000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.517971,126.649176,12.83,1693048125000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.518095,126.649177,13.44,1693048126000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.51822,126.649177,13.74,1693048127000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.518348,126.64918,13.96,1693048128000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.518477,126.649181,14.29,1693048129000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.518613,126.649187,14.51,1693048130000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.518742,126.649193,14.54,1693048131000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.518871,126.649197,14.39,1693048132000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.519006,126.649193,14.56,1693048133000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.519155,126.649201,15.44,1693048134000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.51931,126.649213,16.43,1693048135000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.519467,126.649227,17.14,1693048136000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.519616,126.649238,17.05,1693048137000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.51976,126.64924,16.52,1693048138000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.519901,126.64924,15.96,1693048139000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.520038,126.649247,15.47,1693048140000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.520168,126.64925,14.8,1693048141000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.5203,126.649256,14.47,1693048142000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.520433,126.649258,14.51,1693048143000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.52057,126.649265,14.95,1693048144000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.520709,126.649271,15.27,1693048145000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.52085,126.649278,15.53,1693048146000,NORMAL,AUTOMOBILE,4,N,KECABBCD
8.2,0,37.520993,126.649287,15.68,1693048147000,NORMAL,AUTOMOBILE,4,N,KECABBCD
