accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
16.9,0,37.533294,126.649824,10.76,1691752530000,START,AUTOMOBILE,0,N,KECABBAD
16.5,0,37.533403,126.649839,10.76,1691752531000,NORMAL,AUTOMOBILE,0,N,KECABBAD
16.7,0,37.533494,126.649836,11.51,1691752532000,NORMAL,AUTOMOBILE,0,N,KECABBAD
16.9,0,37.533599,126.649826,11.51,1691752533000,NORMAL,AUTOMOBILE,0,N,KECABBAD
16.7,0,37.53369,126.649836,10.85,1691752534000,NORMAL,AUTOMOBILE,0,N,KECABBAD
16.5,0,37.533776,126.649844,9.77,1691752535000,NORMAL,AUTOMOBILE,0,N,KECABBAD
12.2,0,37.533869,126.649848,9.87,1691752536000,NORMAL,AUTOMOBILE,0,N,KECABBAD
12.4,0,37.533956,126.649846,9.87,1691752537000,NORMAL,AUTOMOBILE,0,N,KECABBAD
12.4,0,37.534045,126.64985,9.87,1691752538000,NORMAL,AUTOMOBILE,0,N,KECABBAD
17.2,0,37.534118,126.649862,9.79,1691752539000,NORMAL,AUTOMOBILE,0,N,KECABBAD
18.3,0,37.534214,126.649868,9.79,1691752540000,NORMAL,AUTOMOBILE,0,N,KECABBAD
18.4,0,37.534336,126.649875,10.83,1691752541000,NORMAL,AUTOMOBILE,0,N,KECABBAD
18.4,0,37.534433,126.649876,10.83,1691752542000,NORMAL,AUTOMOBILE,0,N,KECABBAD
18.6,0,37.534536,126.649865,10.83,1691752543000,NORMAL,AUTOMOBILE,0,N,KECABBAD
19.4,0,37.534644,126.649859,11.45,1691752544000,NORMAL,AUTOMOBILE,0,N,KECABBAD
20.7,0,37.534749,126.649857,11.53,1691752545000,NORMAL,AUTOMOBILE,0,N,KECABBAD
22.4,0,37.534844,126.64986,11.53,1691752546000,NORMAL,AUTOMOBILE,0,N,KECABBAD
23.6,0,37.53495,126.649875,11.13,1691752547000,NORMAL,AUTOMOBILE,0,N,KECABBAD
24.6,0,37.535043,126.649888,10.97,1691752548000,NORMAL,AUTOMOBILE,0,N,KECABBAD
25.0,0,37.535112,126.649899,9.99,1691752549000,NORMAL,AUTOMOBILE,0,N,KECABBAD
25.9,0,37.535188,126.649872,9.99,1691752550000,NORMAL,AUTOMOBILE,0,N,KECABBAD
26.0,0,37.535242,126.649819,9.36,1691752551000,NORMAL,AUTOMOBILE,0,N,KECABBAD
27.1,0,37.535348,126.649866,9.36,1691752552000,NORMAL,AUTOMOBILE,0,N,KECABBAD
27.7,0,37.535391,126.649844,8.06,1691752553000,NORMAL,AUTOMOBILE,0,N,KECABBAD
27.2,0,37.535515,126.649899,9.17,1691752554000,NORMAL,AUTOMOBILE,0,N,KECABBAD
25.8,0,37.53554,126.649843,8.06,1691752555000,NORMAL,AUTOMOBILE,0,N,KECABBAD
24.5,0,37.535521,126.64983,7.55,1691752556000,NORMAL,AUTOMOBILE,0,N,KECABBAD
20.2,0,37.535592,126.649875,6.61,1691752557000,NORMAL,AUTOMOBILE,0,N,KECABBAD
20.3,0,37.535585,126.649837,4.69,1691752558000,NORMAL,AUTOMOBILE,0,N,KECABBAD
19.4,0,37.535597,126.649851,5.08,1691752559000,NORMAL,AUTOMOBILE,0,N,KECABBAD
19.2,0,37.535622,126.649839,4.7,1691752560000,NORMAL,AUTOMOBILE,0,N,KECABBAD
19.0,0,37.535664,126.649836,4.41,1691752561000,NORMAL,AUTOMOBILE,0,N,KECABBAD
18.9,0,37.535656,126.649827,3.3,1691752562000,NORMAL,AUTOMOBILE,0,N,KECABBAD
18.6,0,37.535667,126.649847,2.74,1691752563000,NORMAL,AUTOMOBILE,0,N,KECABBAD
18.8,0,37.53566,126.649842,2.08,1691752564000,NORMAL,AUTOMOBILE,0,N,KECABBAD
18.9,0,37.53567,126.649847,1.85,1691752565000,NORMAL,AUTOMOBILE,0,N,KECABBAD
18.7,0,37.535649,126.649829,1.18,1691752566000,NORMAL,AUTOMOBILE,0,N,KECABBAD
17.4,0,37.535634,126.649836,0.62,1691752567000,STOP,AUTOMOBILE,0,N,KECABBAD
11.6,0,37.535867,126.649885,1.79,1691752601000,NORMAL,STATION,0,N,KECABBAB
11.8,0,37.535922,126.649895,3.16,1691752602000,NORMAL,STATION,0,N,KECABBAB
12.2,0,37.535982,126.649891,4.13,1691752603000,NORMAL,STATION,0,N,KECABBAB
12.9,0,37.536035,126.649872,4.61,1691752604000,NORMAL,STATION,0,N,KECABBAB
13.9,0,37.536103,126.64984,5.61,1691752605000,NORMAL,STATION,0,N,KECABBAB
15.6,0,37.536149,126.64982,5.76,1691752606000,NORMAL,STATION,0,N,KECABBAB
17.6,0,37.536198,126.649794,5.88,1691752607000,NORMAL,STATION,0,N,KECABBAB
19.4,0,37.536255,126.649751,6.28,1691752608000,NORMAL,STATION,0,N,KECABBAB
14.1,0,37.536162,126.649449,8.12,1691752609000,NORMAL,STATION,0,N,KECABBAB
11.4,0,37.536163,126.649318,8.84,1691752610000,NORMAL,STATION,0,N,KECABBAB
9.4,0,37.536179,126.649138,11.35,1691752611000,NORMAL,STATION,0,N,KECABBAB
9.1,0,37.5362,126.648901,17.21,1691752612000,RAPID0,STATION,0,N,KECABBAA
17.9,0,37.536201,126.648674,19.81,1691752613000,NORMAL,STATION,0,N,KECABBAA
9.2,0,37.536192,126.648788,11.24,1691752614000,RAPID1,STATION,0,N,KECABBAA
8.9,0,37.536194,126.648675,11.1,1691752615000,NORMAL,STATION,0,N,KECABBAA
8.8,0,37.536196,126.648548,10.76,1691752616000,NORMAL,STATION,0,N,KECABBAA
8.8,0,37.536189,126.648448,9.89,1691752617000,NORMAL,STATION,0,N,KECABBAA
8.7,0,37.536181,126.648338,10.05,1691752618000,NORMAL,STATION,0,N,KECABBAA
8.6,0,37.536179,126.648224,9.76,1691752619000,NORMAL,STATION,0,N,KECABBAA
8.7,0,37.536179,126.648114,9.51,1691752620000,NORMAL,STATION,0,N,KECABBAA
8.6,0,37.536179,126.648014,9.14,1691752621000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.7,0,37.536178,126.647904,9.29,1691752622000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.6,0,37.53618,126.647805,9.11,1691752623000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.5,0,37.536178,126.647703,9.16,1691752624000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.5,0,37.53618,126.647598,9.33,1691752625000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.5,0,37.53618,126.647486,9.75,1691752626000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.4,0,37.536182,126.647369,10.19,1691752627000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.4,0,37.53618,126.647244,10.38,1691752628000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.3,0,37.536182,126.647127,10.01,1691752629000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.3,0,37.536184,126.647007,10.11,1691752630000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.2,0,37.536185,126.646894,10.14,1691752631000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.2,0,37.536183,126.646768,9.95,1691752632000,NORMAL,AUTOMOBILE,0,N,KECABBAA
8.2,0,37.536183,126.646654,10.1,1691752633000,NORMAL,AUTOMOBILE,0,N,KECABBAA
