accuracy,id,lat,lng,speed,time,type,state,stepCount,output,grid_label
1004.2,0,37.310495,126.750811,0.0,1689484092000,START,AUTOMOBILE,18,N,JEABBADC
1546.9,0,37.379988,126.76515,0.0,1689484403000,STOP,AUTOMOBILE,42,N,KECDDBAA
22.6,0,37.384088,126.704465,21.97,1689484704000,NORMAL,AUTOMOBILE,14,N,KECDADCC
24.3,0,37.384326,126.703113,20.2,1689484710000,NORMAL,AUTOMOBILE,14,N,KECDADCC
24.3,0,37.384504,126.702264,19.48,1689484714000,NORMAL,AUTOMOBILE,14,N,KECDACDD
24.3,0,37.384796,126.700714,17.13,1689484722000,NORMAL,AUTOMOBILE,14,N,KECDACDD
24.2,0,37.384876,126.700361,16.12,1689484724000,NORMAL,AUTOMOBILE,14,N,KECDACDD
8.0,0,37.385118,126.699064,11.39,1689484734000,NORMAL,AUTOMOBILE,14,N,KECDACDD
8.0,0,37.385134,126.698949,10.8,1689484735000,NORMAL,AUTOMOBILE,14,N,KECDACDD
8.0,0,37.385346,126.697939,0.06,1689484754000,STOP,AUTOMOBILE,14,N,KECDACDD
8.1,0,37.385504,126.696925,9.61,1689484809000,NORMAL,AUTOMOBILE,14,N,KECDACDD
8.1,0,37.385701,126.695585,16.42,1689484819000,NORMAL,AUTOMOBILE,14,N,KECDACDD
8.1,0,37.385733,126.695398,16.73,1689484820000,NORMAL,AUTOMOBILE,14,N,KECDACDD
8.1,0,37.385964,126.694146,15.74,1689484827000,NORMAL,AUTOMOBILE,14,N,KECDACDC
8.1,0,37.386055,126.693631,15.6,1689484830000,NORMAL,AUTOMOBILE,14,N,KECDACDC
8.0,0,37.386283,126.692327,20.05,1689484837000,NORMAL,AUTOMOBILE,14,N,KECDACDC
8.0,0,37.386413,126.69165,19.89,1689484840000,NORMAL,AUTOMOBILE,14,N,KECDACDC
8.1,0,37.386579,126.690617,18.29,1689484845000,NORMAL,AUTOMOBILE,14,N,KECDACDC
8.0,0,37.386759,126.689445,18.2,1689484851000,NORMAL,AUTOMOBILE,14,N,KECDACDC
8.0,0,37.386939,126.688268,17.44,1689484857000,NORMAL,AUTOMOBILE,14,N,KECDACDC
8.0,0,37.387044,126.6875,16.99,1689484861000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.1,0,37.387235,126.686121,10.86,1689484870000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.1,0,37.387253,126.686016,9.77,1689484871000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.1,0,37.387299,126.684925,10.35,1689484930000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.0,0,37.386695,126.684037,12.19,1689484939000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.0,0,37.386613,126.683953,11.78,1689484940000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.0,0,37.385907,126.683298,12.58,1689484948000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.0,0,37.385722,126.683132,12.89,1689484950000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.0,0,37.385027,126.682497,18.47,1689484956000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.0,0,37.384479,126.681969,18.86,1689484960000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.0,0,37.383679,126.681194,19.17,1689484966000,NORMAL,AUTOMOBILE,14,N,KECDACCD
8.0,0,37.383173,126.680699,17.94,1689484971000,NORMAL,AUTOMOBILE,14,N,KECDCAAB
8.0,0,37.382414,126.679962,17.79,1689484976000,NORMAL,AUTOMOBILE,14,N,KECDCAAB
8.0,0,37.381715,126.679289,10.41,1689484983000,NORMAL,AUTOMOBILE,14,N,KECDCAAA
8.1,0,37.381586,126.679165,0.0,1689485004000,STOP,AUTOMOBILE,14,N,KECDCAAA
6.5,0,37.374986,126.663592,17.0,1689485175000,NORMAL,STATION,14,N,KECCDBBC
6.5,0,37.375075,126.663446,16.86,1689485177000,NORMAL,STATION,14,N,KECCDBBC
8.2,0,37.375521,126.662686,16.45,1689485181000,NORMAL,STATION,14,N,KECCDBBC
8.2,0,37.376066,126.661787,16.37,1689485187000,NORMAL,AUTOMOBILE,14,N,KECCDBBC
8.2,0,37.376152,126.661639,16.37,1689485188000,NORMAL,AUTOMOBILE,14,N,KECCDBBC
8.2,0,37.376732,126.66068,14.04,1689485195000,NORMAL,AUTOMOBILE,14,N,KECCDBBC
8.2,0,37.376894,126.660419,9.97,1689485198000,NORMAL,AUTOMOBILE,14,N,KECCDBBC
42.7,0,37.378824,126.658322,0.0,1689485248000,STOP,AUTOMOBILE,14,N,KECCDBBA
14.2,0,37.400969,126.630178,8.07,1689486740000,NORMAL,AUTOMOBILE,9,N,KECCBCBC
8.5,0,37.401221,126.629874,8.32,1689486854000,NORMAL,AUTOMOBILE,9,N,KECCBCBC
